canonical_smiles,Solvent,source_row,Molecule,SMILES,λem (nm),Solvent_raw,doi
CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nsnc23)cc1OCCCCCCCC,DIOX,292,291,CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nsnc23)cc1OCCCCCCCC,541.0,DIOX,https://doi.org/10.1016/j.dyepig.2016.07.011
CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nsnc23)cc1OCCCCCCCC,DCM,293,292,CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nsnc23)cc1OCCCCCCCC,563.0,DCM,https://doi.org/10.1016/j.dyepig.2016.07.011
c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,HEX,320,319,c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,463.0,HEX,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,TOL,321,320,c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,474.0,TOL,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,ACOET,322,321,c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,486.0,AcOEt,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,THF,323,322,c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,478.5,THF,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,DCM,324,323,c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,481.0,DCM,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,DMF,325,324,c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,492.0,DMF,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,HEX,326,325,c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,472.0,HEX,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,TOL,327,326,c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,490.0,TOL,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,ACOET,328,327,c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,503.0,AcOEt,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,THF,329,328,c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,494.0,THF,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,DCM,330,329,c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,496.0,DCM,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,DMF,331,330,c1ccc2cc(-c3ccc(-c4ccc5ccccc5c4)c4nsnc34)ccc2c1,512.0,DMF,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,HEX,332,331,c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,477.0,HEX,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,TOL,333,332,c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,499.0,TOL,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,ACOET,334,333,c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,511.0,AcOEt,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,THF,335,334,c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,500.0,THF,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,DCM,336,335,c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,503.0,DCM,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,DMF,337,336,c1ccc2c(c1)cc(-c1ccc(-c3cc4ccccc4c4ccccc34)c3nsnc13)c1ccccc12,517.0,DMF,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,HEX,338,337,c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,498.0,HEX,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,TOL,339,338,c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,542.0,TOL,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,ACOET,340,339,c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,568.0,AcOEt,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,THF,341,340,c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,572.0,THF,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,DCM,342,341,c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,589.0,DCM,https://doi.org/10.1016/j.dyepig.2023.111588
c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,DMF,343,342,c1ccc2c(-c3ccc(-c4c5ccccc5cc5ccccc45)c4nsnc34)c3ccccc3cc2c1,618.0,DMF,https://doi.org/10.1016/j.dyepig.2023.111588
c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,TOL,344,343,c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,532.0,TOL,https://doi.org/10.1016/j.dyepig.2023.111588
c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,ACOET,345,344,c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,553.0,AcOEt,https://doi.org/10.1016/j.dyepig.2023.111588
c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,THF,346,345,c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,540.0,THF,https://doi.org/10.1016/j.dyepig.2023.111588
c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,DCM,347,346,c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,543.0,DCM,https://doi.org/10.1016/j.dyepig.2023.111588
c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,DMF,348,347,c1cc2ccc3cccc4c(-c5ccc(-c6cc7cccc8ccc9cccc6c9c87)c6nsnc56)cc(c1)c2c34,572.0,DMF,https://doi.org/10.1016/j.dyepig.2023.111588
COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,DCM,353,352,COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,540.0,DCM,https://doi.org/10.1016/j.dyepig.2023.111533
COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,ETOH,354,353,COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,551.0,EtOH,https://doi.org/10.1016/j.dyepig.2023.111533
COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,ACN,355,354,COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,547.0,MeCN,https://doi.org/10.1016/j.dyepig.2023.111533
COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,DMSO,356,355,COc1ccc(Oc2ccc(-c3ccc(/C=C/C(=O)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,546.0,DMSO,https://doi.org/10.1016/j.dyepig.2023.111533
COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,DCM,357,356,COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,565.0,DCM,https://doi.org/10.1016/j.dyepig.2023.111533
COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,ETOH,358,357,COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,530.0,EtOH,https://doi.org/10.1016/j.dyepig.2023.111533
COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,ACN,359,358,COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,530.0,MeCN,https://doi.org/10.1016/j.dyepig.2023.111533
COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,DMSO,360,359,COc1ccc(Oc2ccc(C3=CC=C(C=C4C5=C(CCC=C5)C5=C4C=CCC5)CC3)c3nsnc23)cc1,535.0,DMSO,https://doi.org/10.1016/j.dyepig.2023.111533
C=c1c(C#Cc2ccc(C#Cc3c(C)c4n(c3C)[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(OCCOCCOCCOCC)cc3)c3nsnc23)c(C)c2n1[B-](F)(F)n1c(C)cc(C)c1C=2c1ccc(OCCOCCOCCOCC)cc1,BLUME,364,363,C=c1c(C#Cc2ccc(C#Cc3c(C)c4n(c3C)[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(OCCOCCOCCOCC)cc3)c3nsnc23)c(C)c2n1[B-](F)(F)n1c(C)cc(C)c1C=2c1ccc(OCCOCCOCCOCC)cc1,597.0,BluMe,https://doi.org/10.1142/S1088424623500621
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C#Cc3ccc(-c4ccc(-c5ccc(C#Cc6ccc7c(c6)C(CCCCCCCC)(CCCCCCCC)c6ccccc6-7)s5)c5nsnc45)s3)cc21,THF,365,364,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(C#Cc3ccc(-c4ccc(-c5ccc(C#Cc6ccc7c(c6)C(CCCCCCCC)(CCCCCCCC)c6ccccc6-7)s5)c5nsnc45)s3)cc21,628.0,THF,https://doi.org/10.1016/j.saa.2022.122250
CCCCNc1ccc(-c2ccc(OC)cc2)c2nsnc12,TOL,366,365,CCCCNc1ccc(-c2ccc(OC)cc2)c2nsnc12,593.5,TOL,https://doi.org/10.1002/cptc.202200262
CCCCNc1ccc(-c2ccc(OC)cc2)c2nsnc12,ACN,367,366,CCCCNc1ccc(-c2ccc(OC)cc2)c2nsnc12,688.0,MeCN,https://doi.org/10.1002/cptc.202200262
COc1ccc(-c2ccc(Nc3ccc(C#N)cc3)c3nsnc23)cc1,TOL,368,367,COc1ccc(-c2ccc(Nc3ccc(C#N)cc3)c3nsnc23)cc1,555.5,TOL,https://doi.org/10.1002/cptc.202200262
COc1ccc(-c2ccc(Nc3ccc(C#N)cc3)c3nsnc23)cc1,ACN,369,368,COc1ccc(-c2ccc(Nc3ccc(C#N)cc3)c3nsnc23)cc1,607.0,MeCN,https://doi.org/10.1002/cptc.202200262
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,TOL,370,369,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,454.0,TOL,https://doi.org/10.1016/j.tet.2022.133178
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,THF,371,370,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,457.0,THF,https://doi.org/10.1016/j.tet.2022.133178
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,CFM,372,371,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,465.0,CFM,https://doi.org/10.1016/j.tet.2022.133178
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,MEOH,373,372,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,489.0,MeOH,https://doi.org/10.1016/j.tet.2022.133178
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,DMSO,374,373,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4ccc5ccccc5c4c3c3nsnc3c2c2c1ccc1ccccc12,471.0,DMSO,https://doi.org/10.1016/j.tet.2022.133178
COc1ccc(-c2ccc(Nc3ccc(C#N)cc3)c3nsnc23)cc1,DCM,375,374,COc1ccc(-c2ccc(Nc3ccc(C#N)cc3)c3nsnc23)cc1,530.0,DCM,https://doi.org/10.24820/ark.5550190.p012.096
Cn1nc(/C=C/c2cccc3nsnc23)c2ccccc21,DCM,376,375,Cn1nc(/C=C/c2cccc3nsnc23)c2ccccc21,551.0,DCM,https://doi.org/10.24820/ark.5550190.p012.096
Cn1nc2ccccc2c1/C=C/c1cccc2nsnc12,DCM,377,376,Cn1nc2ccccc2c1/C=C/c1cccc2nsnc12,584.0,DCM,https://doi.org/10.24820/ark.5550190.p012.096
Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,TOL,378,377,Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,484.0,TOL,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,THF,379,378,Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,491.0,THF,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,AC,380,379,Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,491.0,Ac,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,CFM,381,380,Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,492.0,CFM,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,ACN,382,381,Cc1cccc(-c2ccc(-c3cccc(C)c3)c3nsnc23)c1,493.0,ACN,https://doi.org/10.1515/chem-2023-0150
Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,TOL,383,382,Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,485.0,TOL,https://doi.org/10.1515/chem-2023-0150
Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,THF,384,383,Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,488.0,THF,https://doi.org/10.1515/chem-2023-0150
Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,AC,385,384,Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,492.0,Ac,https://doi.org/10.1515/chem-2023-0150
Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,CFM,386,385,Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,492.0,CFM,https://doi.org/10.1515/chem-2023-0150
Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,ACN,387,386,Fc1cc(-c2ccc(-c3cc(F)c(F)c(F)c3)c3nsnc23)cc(F)c1F,494.0,ACN,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,TOL,388,387,Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,606.0,TOL,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,THF,389,388,Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,604.0,THF,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,AC,390,389,Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,610.0,Ac,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,CFM,391,390,Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,608.0,CFM,https://doi.org/10.1515/chem-2023-0150
Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,ACN,392,391,Cc1cccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(C)c5)s4)c4nsnc34)s2)c1,609.0,ACN,https://doi.org/10.1515/chem-2023-0150
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,PHME,393,392,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,531.0,PHME,https://doi.org/10.1039/d2cc05615a
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,CFM,394,393,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,571.0,CFM,https://doi.org/10.1039/d2cc05615a
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,THF,395,394,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,560.0,THF,https://doi.org/10.1039/d2cc05615a
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,MEOH,396,395,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,630.0,MeOH,https://doi.org/10.1039/d2cc05615a
CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,DMSO,397,396,CC(C)(C)c1nc2c3nc(C(C)(C)C)c4cc(N(c5ccccc5)c5ccccc5)ccc4c3c3nsnc3c2c2ccc(N(c3ccccc3)c3ccccc3)cc12,631.0,DMSO,https://doi.org/10.1039/d2cc05615a
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4nsnc34)cc2)cc1,VAC,403,402,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4nsnc34)cc2)cc1,629.0,VAC,https://doi.org/10.1016/j.synthmet.2022.117136
Cc1ccc(-c2ccc(-c3ccc(C)s3)c3nsnc23)s1,VAC,404,403,Cc1ccc(-c2ccc(-c3ccc(C)s3)c3nsnc23)s1,677.0,VAC,https://doi.org/10.1016/j.synthmet.2022.117136
Cc1cc2sc(-c3ccc(-c4cc5sc(C)cc5s4)c4nsnc34)cc2s1,VAC,405,404,Cc1cc2sc(-c3ccc(-c4cc5sc(C)cc5s4)c4nsnc34)cc2s1,734.0,VAC,https://doi.org/10.1016/j.synthmet.2022.117136
Cc1cc2c(s1)c1c3nsnc3c3c4sc(C)cc4n(C)c3c1n2C,VAC,406,405,Cc1cc2c(s1)c1c3nsnc3c3c4sc(C)cc4n(C)c3c1n2C,577.0,VAC,https://doi.org/10.1016/j.synthmet.2022.117136
Cc1cc2sc3c4c5nsnc5c5c6sc7cc(C)sc7c6n(C)c5c4n(C)c3c2s1,VAC,407,406,Cc1cc2sc3c4c5nsnc5c5c6sc7cc(C)sc7c6n(C)c5c4n(C)c3c2s1,572.0,VAC,https://doi.org/10.1016/j.synthmet.2022.117136
Cc1cc2sc3c4sc5cc(C)sc5c4c4nsnc4c3c2s1,VAC,408,407,Cc1cc2sc3c4sc5cc(C)sc5c4c4nsnc4c3c2s1,637.0,VAC,https://doi.org/10.1016/j.synthmet.2022.117136
Cc1cc2sc3c(sc4c5sc6c7sc(C)cc7sc6c5c5nsnc5c34)c2s1,VAC,409,408,Cc1cc2sc3c(sc4c5sc6c7sc(C)cc7sc6c5c5nsnc5c34)c2s1,647.0,VAC,https://doi.org/10.1016/j.synthmet.2022.117136
CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,PHME,410,409,CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,518.0,PHME,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,CFM,411,410,CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,526.0,CFM,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,THF,412,411,CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,520.0,THF,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,MEOH,413,412,CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,547.0,MeOH,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,DMSO,414,413,CC(C)(C)c1nc2c(-c3ccccc3)c3nsnc3c(-c3ccccc3)c2[nH]1,541.0,DMSO,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,PHME,416,415,CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,507.0,PHME,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,CFM,417,416,CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,517.0,CFM,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,THF,418,417,CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,507.0,THF,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,MEOH,419,418,CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,528.0,MeOH,https://doi.org/10.1016/j.dyepig.2022.110531
CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,DMSO,420,419,CC(C)(C)c1nc2c(-c3cccc4ccccc34)c3nsnc3c(-c3cccc4ccccc34)c2[nH]1,525.0,DMSO,https://doi.org/10.1016/j.dyepig.2022.110531
